Length,Speaker,Emotions,Start_Time,End_Time,Utterances,Dialogue_ID,Season,Episode,Utterance_IDs,Line_Indices
3,Joey,"['neutral', 'joy', 'joy']","00:00:22,814","00:00:34,783","['Oh, it’s this big budget period movie about these three Italian brothers who come to America around the turn of the century.', 'It’s really classy!', 'Oh, and the director is supposed to be the next next Martin Scorcese.']",820,7,19,"[7, 8, 9]","8158,8159,8160"
3,Joey,"['neutral', 'neutral', 'joy']","00:00:38,079","00:00:48,630","['Yeah, there’s this guy from Chicago who’s supposed to be the next Martin Scorcese, all right?', 'But then this guy’s right after him.', 'Hello!']",820,7,19,"[11, 12, 13]","8162,8163,8164"
3,Joey,"['neutral', 'joy', 'joy']","00:00:42,083","00:00:55,888","['But then this guy’s right after him.', 'Hello!', 'They loved me!']",820,7,19,"[12, 13, 14]","8163,8164,8165"
3,Joey,"['joy', 'joy', 'surprise']","00:00:54,804","00:01:18,118","['They loved me!', 'Oh my God!', 'Are you kidding me? I never rent a movie without it!  Oh.  Uh, okay uh let me call you back.']",820,7,19,"[14, 15, 16]","8165,8166,8167"
2,Joey,"['joy', 'surprise']","00:00:59,809","00:01:18,118","['Oh my God!', 'Are you kidding me? I never rent a movie without it!  Oh.  Uh, okay uh let me call you back.']",820,7,19,"[15, 16]","8166,8167"
3,Ross,"['joy', 'surprise', 'neutral']","00:10:25,041","00:10:38,011","['Listen, I gotta tell ya, I-I’m having a great time!', 'Y’know how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but it’s not.', 'I mean it’s not at all.']",821,6,18,"[10, 11, 12]","8183,8184,8185"
2,Ross,"['surprise', 'neutral']","00:10:28,586","00:10:38,011","['Y’know how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but it’s not.', 'I mean it’s not at all.']",821,6,18,"[11, 12]","8184,8185"
3,Monica,"['fear', 'neutral', 'neutral']","0:05:04,429","00:05:15,230","['Okay, all right don’t judge me to much.', 'Okay?', 'Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop.']",827,3,16,"[5, 6, 7]","8229,8230,8231"
3,Monica,"['neutral', 'neutral', 'joy']","0:05:06,765","00:05:18,358","['Okay?', 'Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop.', 'But there was this stuff on leg waxing, it just, it looked so amazing....']",827,3,16,"[6, 7, 8]","8230,8231,8232"
2,Monica,"['neutral', 'joy']","00:05:07,348","00:05:18,358","['Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop.', 'But there was this stuff on leg waxing, it just, it looked so amazing....']",827,3,16,"[7, 8]","8231,8232"
3,Chandler,"['joy', 'joy', 'anger']","00:22:07,451","0:22:13,764","['Varrrrrroom!', 'Hey!', 'Watch it lady!']",830,3,7,"[0, 1, 2]","8259,8260,8261"
3,Chandler,"['joy', 'anger', 'joy']","0:22:11,246","00:22:15,583","['Hey!', 'Watch it lady!', 'Varrrrrrrrrrom!']",830,3,7,"[1, 2, 3]","8260,8261,8262"
3,Chandler,"['anger', 'joy', 'joy']","0:22:11,708","00:22:21,922","['Watch it lady!', 'Varrrrrrrrrrom!', 'Hey-hey good lookin’!']",830,3,7,"[2, 3, 4]","8261,8262,8263"
3,Chandler,"['joy', 'joy', 'sadness']","00:22:19,504","00:22:33,559","['Hey-hey good lookin’!', 'Varrrrrrrrroom.', 'All right, I’ll leave.']",830,3,7,"[4, 5, 6]","8263,8264,8265"
3,Chandler,"['joy', 'sadness', 'sadness']","00:22:26,678","00:22:35,978","['Varrrrrrrrroom.', 'All right, I’ll leave.', 'My bed’s so boring.']",830,3,7,"[5, 6, 7]","8264,8265,8266"
3,Rachel,"['anger', 'anger', 'neutral']","00:12:08,060","0:12:15,921","['Ross do you realise this is the first time in my life I’m doing something I actually care about.', 'This is the first time in my life I’m doing something that I’m actually good at.', 'I mean.']",831,3,15,"[0, 1, 2]","8267,8268,8269"
3,Rachel,"['anger', 'neutral', 'anger']","00:12:12,314","0:12:16,997","['This is the first time in my life I’m doing something that I’m actually good at.', 'I mean.', 'if you don’t get that...']",831,3,15,"[1, 2, 3]","8268,8269,8270"
2,Rachel,"['neutral', 'anger']","0:12:15,609","0:12:16,997","['I mean.', 'if you don’t get that...']",831,3,15,"[2, 3]","8269,8270"
3,Ross,"['anger', 'anger', 'sadness']","00:12:17,111","0:12:23,910","['No, hey, I get that, okay, I get that big time.', 'And I’m happy for ya, but I’m tired of having a relationship with your answering machine!', 'Okay, I don’t know what to do anymore.']",831,3,15,"[4, 5, 6]","8271,8272,8273"
2,Ross,"['anger', 'sadness']","00:12:17,111","0:12:23,910","['And I’m happy for ya, but I’m tired of having a relationship with your answering machine!', 'Okay, I don’t know what to do anymore.']",831,3,15,"[5, 6]","8272,8273"
2,Ross,"['anger', 'neutral']","00:00:02,794","00:00:06,755","['Hey!', 'I’m sorry I’m late, did I miss anything?']",832,4,10,"[0, 1]","8275,8276"
2,Ross,"['neutral', 'joy']","00:00:44,669","00:00:50,632","['No, I’m getting back down ‘cause she lives in Poughkeepsie.', 'She seems really great, but she’s like totally great, but she lives two and a half hours away.']",832,4,10,"[12, 13]","8287,8288"
2,Phoebe,"['anger', 'neutral']","00:16:33,033","00:16:38,913","['You’re making one right now!', 'And-']",839,6,14,"[1, 2]","8344,8345"
3,Phoebe,"['anger', 'disgust', 'disgust']","0:17:02,187","0:17:07,026","['And stop using my name!', 'And shame on you!', 'And shame on all of you!']",839,6,14,"[11, 12, 13]","8354,8355,8356"
2,Monica,"['anger', 'neutral']","00:20:08,415","0:20:15,131","['Honey, we were at this beautiful place, and I-I-I just put our names down for fun!', 'I mean, what’s the harm in that?']",841,6,22,"[4, 5]","8379,8380"
2,Chandler,"['anger', 'sadness']","00:20:21,803","00:20:32,313","['Phoebe and Rachel!', 'So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!']",841,6,22,"[8, 9]","8383,8384"
3,Chandler,"['sadness', 'anger', 'neutral']","00:12:31,208","00:12:44,220","['I don’t know, my mother spent most of her money on her fourth wedding.', 'She’s saving the rest for her divorce.', 'And any extra cash my father has he saves for his yearly trips to']",843,7,2,"[1, 2, 3]","8423,8424,8425"
2,Chandler,"['anger', 'neutral']","00:12:36,839","00:12:44,220","['She’s saving the rest for her divorce.', 'And any extra cash my father has he saves for his yearly trips to']",843,7,2,"[2, 3]","8424,8425"
2,Ross,"['neutral', 'sadness']","00:17:04,773","00:17:22,999","[""Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch."", 'Now, I look around this cafeteria, and y’know what I see, I see-I see division.']",844,4,11,"[4, 5]","8441,8442"
2,Ross,"['sadness', 'fear']","00:17:18,787","00:17:30,673","['Now, I look around this cafeteria, and y’know what I see, I see-I see division.', 'Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""']",844,4,11,"[5, 6]","8442,8443"
3,Ross,"['fear', 'neutral', 'joy']","00:17:23,208","00:17:46,272","['Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""', 'Now, I say we shed these-these coats that separate us, and we get to know the people underneath.', 'I’m Ross!']",844,4,11,"[6, 7, 8]","8443,8444,8445"
3,Ross,"['neutral', 'joy', 'joy']","00:17:32,843","00:17:49,776","['Now, I say we shed these-these coats that separate us, and we get to know the people underneath.', 'I’m Ross!', 'I’m divorced, and I have a kid!']",844,4,11,"[7, 8, 9]","8444,8445,8446"
3,Doug,"['neutral', 'joy', 'neutral']","00:04:02,492","0:04:08,785","['So thanks for the warm welcome.', 'It’s good to have you guys on my team, and I come to play.', 'I hope you do too.']",845,3,24,"[0, 1, 2]","8458,8459,8460"
3,Doug,"['joy', 'neutral', 'joy']","0:04:04,327","00:04:11,416","['It’s good to have you guys on my team, and I come to play.', 'I hope you do too.', 'Now, let’s go out there and get ‘em!']",845,3,24,"[1, 2, 3]","8459,8460,8461"
3,Doug,"['neutral', 'joy', 'neutral']","0:04:07,539","00:04:14,211","['I hope you do too.', 'Now, let’s go out there and get ‘em!', 'And remember, there is no ‘I’ in team.']",845,3,24,"[2, 3, 4]","8460,8461,8463"
2,Doug,"['joy', 'neutral']","00:04:08,957","00:04:14,211","['Now, let’s go out there and get ‘em!', 'And remember, there is no ‘I’ in team.']",845,3,24,"[3, 4]","8461,8463"
3,Doug,"['neutral', 'joy', 'joy']","0:04:24,889","00:04:31,436","['No-no, I heard what you said, funny.', 'I like funny.', 'This team is about hard work, but it’s also about having fun.']",845,3,24,"[8, 9, 10]","8467,8468,8469"
2,Rachel,"['surprise', 'sadness']","00:15:25,132","00:15:32,138","['Oh my God.', 'Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.']",848,4,21,"[3, 4]","8485,8486"
3,Ross,"['joy', 'joy', 'disgust']","00:04:20,176","00:04:25,222","[""Yeah well, he's not gonna get this one."", 'Ben is way cuter than that kid.', 'I mean look at him, look at you,']",849,5,18,"[5, 6, 7]","8501,8502,8503"
2,Ross,"['joy', 'disgust']","00:04:20,176","00:04:25,222","['Ben is way cuter than that kid.', 'I mean look at him, look at you,']",849,5,18,"[6, 7]","8502,8503"
3,Joey,"['neutral', 'joy', 'neutral']","0:05:53,949","0:05:55,349","['Yeah!', 'Yeah!', 'Right down there.']",851,7,17,"[9, 10, 11]","8524,8525,8526"
3,Joey,"['joy', 'neutral', 'neutral']","0:05:54,471","00:05:57,314","['Yeah!', 'Right down there.', 'Hey listen.. let me give you a little tip.']",851,7,17,"[10, 11, 12]","8525,8526,8527"
3,Joey,"['neutral', 'neutral', 'joy']","0:05:54,805","00:06:02,319","['Right down there.', 'Hey listen.. let me give you a little tip.', 'Do not take a nap on this stoop  or you can wake up with your shoes gone.']",851,7,17,"[11, 12, 13]","8526,8527,8528"
2,Joey,"['neutral', 'joy']","00:05:55,480","00:06:02,319","['Hey listen.. let me give you a little tip.', 'Do not take a nap on this stoop  or you can wake up with your shoes gone.']",851,7,17,"[12, 13]","8527,8528"
3,Phoebe,"['neutral', 'neutral', 'sadness']","0:19:01,932","00:19:09,313","['Hey.', 'Listen, um...', ""I'm sorry.""]",852,1,17,"[0, 1, 2]","8537,8538,8539"
3,Phoebe,"['neutral', 'sadness', 'neutral']","0:19:02,824","00:19:21,742","['Listen, um...', ""I'm sorry."", "": Yeah, um...  You know you, you should just forget about what I said under the bridge, I was talkin'""]",852,1,17,"[1, 2, 3]","8538,8539,8540"
3,Phoebe,"['sadness', 'neutral', 'sadness']","00:19:08,272","00:19:33,087","[""I'm sorry."", "": Yeah, um...  You know you, you should just forget about what I said under the bridge, I was talkin'"", ""That's right, I don't... But I was, I was drunk on you!""]",852,1,17,"[2, 3, 4]","8539,8540,8541"
3,Phoebe,"['neutral', 'sadness', 'neutral']","00:19:12,609","00:19:37,049","["": Yeah, um...  You know you, you should just forget about what I said under the bridge, I was talkin'"", ""That's right, I don't... But I was, I was drunk on you!"", ""Okay, yeah, so it's not gonna work.""]",852,1,17,"[3, 4, 5]","8540,8541,8542"
3,Phoebe,"['sadness', 'neutral', 'neutral']","00:19:26,832","00:19:44,473","[""That's right, I don't... But I was, I was drunk on you!"", ""Okay, yeah, so it's not gonna work."", 'If it was, would you stop hanging out with her?']",852,1,17,"[4, 5, 6]","8541,8542,8543"
3,Phoebe,"['neutral', 'neutral', 'anger']","00:19:34,256","00:19:57,278","[""Okay, yeah, so it's not gonna work."", 'If it was, would you stop hanging out with her?', ""Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.""]",852,1,17,"[5, 6, 7]","8542,8543,8544"
3,Phoebe,"['neutral', 'anger', 'sadness']","00:19:41,680","00:20:10,625","['If it was, would you stop hanging out with her?', ""Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me."", ""You know...  You're gonna be really, really hard to get over.""]",852,1,17,"[6, 7, 8]","8543,8544,8545"
2,Phoebe,"['anger', 'sadness']","00:19:50,397","00:20:10,625","[""Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me."", ""You know...  You're gonna be really, really hard to get over.""]",852,1,17,"[7, 8]","8544,8545"
2,Joey,"['joy', 'anger']","00:11:12,421","00:11:22,722","['Everything on your application looks really good—Ohh!', 'Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?']",855,6,3,"[0, 1]","8567,8568"
3,Ross,"['surprise', 'neutral', 'neutral']","00:11:54,046","00:12:02,137","['No!', 'For all I know, she’s trying to find me but couldn’t because I kept moving around.', 'No, from now on, I’m staying in one place.']",857,5,1,"[0, 1, 2]","8580,8581,8582"
3,Phoebe,"['neutral', 'fear', 'neutral']","00:13:21,759","00:13:31,935","['Okay.', 'Umm look, you’re coming on a little strong.', 'But I’m going to give you the benefit of the doubt, because it seems the universe really wants to be together.']",860,8,17,"[1, 2, 3]","8611,8612,8613"
3,Phoebe,"['fear', 'neutral', 'neutral']","00:13:23,385","0:13:33,874","['Umm look, you’re coming on a little strong.', 'But I’m going to give you the benefit of the doubt, because it seems the universe really wants to be together.', 'So, why don’t we just start over okay?']",860,8,17,"[2, 3, 4]","8612,8613,8614"
2,Monica,"['surprise', 'neutral']","00:04:34,983","00:04:45,158","['Oh God!', 'The fuzzy little mints at the bottom of her purse.']",861,1,8,"[11, 12]","8637,8638"
3,Ross,"['surprise', 'disgust', 'joy']","00:04:45,326","00:04:52,040","['Oh!', '...Yeah, they were gross.', 'Oh, you know what I loved?']",861,1,8,"[13, 14, 15]","8639,8640,8641"
3,Ross,"['disgust', 'joy', 'joy']","00:04:47,287","00:04:54,084","['...Yeah, they were gross.', 'Oh, you know what I loved?', ""Her Sweet 'n' Los.""]",861,1,8,"[14, 15, 16]","8640,8641,8642"
3,Monica,"['anger', 'neutral', 'anger']","00:12:01,637","00:12:17,402","['Limited seating my ass. Let’s see who made the cut.  Hi!', 'I’m Monica Gellar. Who do you know the bride and groom?', 'Used to work with her. Used to! I’m a relative and I didn’t get invited! A']",865,7,11,"[1, 2, 3]","8663,8664,8665"
2,Monica,"['neutral', 'anger']","00:12:06,851","00:12:17,402","['I’m Monica Gellar. Who do you know the bride and groom?', 'Used to work with her. Used to! I’m a relative and I didn’t get invited! A']",865,7,11,"[2, 3]","8664,8665"
2,Monica,"['joy', 'neutral']","00:12:25,327","00:12:34,127","['So, how about you huh? How do you know the happy couple?', 'Okay, you’re fine.']",865,7,11,"[5, 6]","8667,8668"
3,Chandler,"['anger', 'anger', 'neutral']","0:12:37,048","00:12:44,053","[""Look, don't you see what's happening here."", ""Instead of hitting on her right away, he's becoming her confidant."", ""Now he's gonna be the guy she goes too to complain about you.""]",869,3,12,"[2, 3, 4]","8695,8696,8697"
2,Chandler,"['anger', 'neutral']","00:12:37,298","00:12:44,053","[""Instead of hitting on her right away, he's becoming her confidant."", ""Now he's gonna be the guy she goes too to complain about you.""]",869,3,12,"[3, 4]","8696,8697"
3,Joey,"['anger', 'anger', 'joy']","00:13:11,624","00:13:21,633","[""And you'll be all, 'Ohh, man!'"", ""And he'll be all, 'Yes!'"", ""And us, we'll be like, 'Wh-whoa, dude.'""]",869,3,12,"[12, 13, 14]","8705,8706,8707"
3,Joey,"['anger', 'joy', 'disgust']","00:13:14,960","00:13:34,229","[""And he'll be all, 'Yes!'"", ""And us, we'll be like, 'Wh-whoa, dude.'"", ""And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'""]",869,3,12,"[13, 14, 15]","8706,8707,8708"
3,Joey,"['joy', 'disgust', 'disgust']","00:13:19,006","00:13:38,149","[""And us, we'll be like, 'Wh-whoa, dude.'"", ""And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'"", ""And we'll be like, 'Man get over it, it's been four years!!'""]",869,3,12,"[14, 15, 16]","8707,8708,8709"
3,Chandler,"['neutral', 'sadness', 'neutral']","00:04:38,695","00:04:49,538","['Hey, y’know what, if you’re gonna do that, if you’re gonna name him Joey, you should name him Chandler.', 'Oh, come on!', 'Chandler’s funny, sophisticated, and he’s very loveable, once you get to know him.']",871,4,18,"[0, 1, 2]","8720,8721,8722"
2,Chandler,"['sadness', 'neutral']","00:04:43,449","00:04:49,538","['Oh, come on!', 'Chandler’s funny, sophisticated, and he’s very loveable, once you get to know him.']",871,4,18,"[1, 2]","8721,8722"
3,Joey,"['sadness', 'anger', 'sadness']","0:21:21,280","00:21:26,617","[""I don't wanna give up the bag."", ""I don't have to give up the bag!"", 'Do I Rach?']",874,5,13,"[5, 6, 7]","8753,8754,8755"
3,Joey,"['anger', 'sadness', 'anger']","0:21:22,842","00:21:32,456","[""I don't have to give up the bag!"", 'Do I Rach?', 'Oh, you think I should give up the bag!']",874,5,13,"[6, 7, 8]","8754,8755,8756"
2,Joey,"['sadness', 'anger']","00:21:24,116","00:21:32,456","['Do I Rach?', 'Oh, you think I should give up the bag!']",874,5,13,"[7, 8]","8755,8756"
2,Rachel,"['neutral', 'sadness']","00:21:32,749","00:21:44,051","['Honey wait, Joey, I’m sorry I mean as terrific as I think you are with it', ""I just don't know if the world is ready for you and your bag.""]",874,5,13,"[9, 10]","8757,8759"
3,Rachel,"['sadness', 'anger', 'neutral']","0:21:48,390","00:21:59,275","['Wait a minute!', 'Wait a minute!', ""I'm not saying that you shouldn’t have a bag, I just—it's just there are other bags that are a little less umm,  controversial.""]",874,5,13,"[12, 13, 14]","8761,8762,8763"
2,Rachel,"['anger', 'neutral']","0:21:49,242","00:21:59,275","['Wait a minute!', ""I'm not saying that you shouldn’t have a bag, I just—it's just there are other bags that are a little less umm,  controversial.""]",874,5,13,"[13, 14]","8762,8763"
2,Chandler,"['anger', 'neutral']","00:02:32,694","00:02:46,081","['Look, Joey, Kathy is clearly not fulfilling your emotional needs.', 'But Casey, I mean granted I only saw the back of her head, but I got this sense that she’s-she’s smart, and funny, and gets you.']",884,4,7,"[13, 14]","8817,8818"
3,Chandler,"['joy', 'neutral', 'neutral']","0:13:18,395","00:13:24,010","['Hi!', 'Listen, can we watch cartoons on your television?', 'We need a porn break.']",886,4,17,"[1, 2, 3]","8828,8829,8830"
3,Phoebe,"['joy', 'disgust', 'neutral']","00:13:41,570","00:13:57,961","['Oh this, well I’m glad you asked.', 'Now, don’t you hate it when you have to cut a tin can with an ordinary steak knife?', 'Ahh!']",886,4,17,"[11, 12, 13]","8838,8839,8840"
3,Phoebe,"['disgust', 'neutral', 'neutral']","00:13:47,576","00:13:57,961","['Now, don’t you hate it when you have to cut a tin can with an ordinary steak knife?', 'Ahh!', 'Now, I know what you’re thinking']",886,4,17,"[12, 13, 14]","8839,8840,8841"
2,Ross,"['neutral', 'anger']","00:19:35,632","00:19:42,305","['No, I mean it’s okay, I mean, they’re-they’re my friends.', 'In fact, I-I-I was married to one of them.']",887,6,17,"[4, 5]","8854,8855"
3,Ross,"['surprise', 'surprise', 'neutral']","0:19:46,651","0:19:53,125","['No-no!', 'No, I tired!', 'But I couldn’t.']",887,6,17,"[8, 9, 10]","8858,8859,8860"
3,Ross,"['surprise', 'neutral', 'anger']","00:19:47,936","0:19:54,611","['No, I tired!', 'But I couldn’t.', 'That’s why I’m here.']",887,6,17,"[9, 10, 11]","8859,8860,8861"
3,Ross,"['neutral', 'anger', 'neutral']","0:19:51,773","00:19:57,695","['But I couldn’t.', 'That’s why I’m here.', 'Maybe we could attack them together?']",887,6,17,"[10, 11, 12]","8860,8861,8862"
3,Ross,"['anger', 'neutral', 'neutral']","0:19:53,125","00:20:01,908","['That’s why I’m here.', 'Maybe we could attack them together?', 'That-that’s a no.']",887,6,17,"[11, 12, 13]","8861,8862,8863"
3,Monica,"['neutral', 'neutral', 'joy']","00:04:26,350","00:04:37,194","['No.', 'He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again.', 'Oh, I cannot wait to read the front page of the Post tomorrow!']",892,8,21,"[12, 13, 14]","8914,8915,8916"
2,Monica,"['neutral', 'joy']","00:04:26,350","00:04:37,194","['He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again.', 'Oh, I cannot wait to read the front page of the Post tomorrow!']",892,8,21,"[13, 14]","8915,8916"
3,Joey,"['neutral', 'neutral', 'anger']","0:05:07,807","00:05:14,813","['I’m an actor right?', 'So I won’t get nervous talking in front of people.', 'I won’t spit, and I won’t stare at Monica’s breasts!']",893,7,16,"[7, 8, 9]","8926,8927,8930"
3,Joey,"['neutral', 'anger', 'joy']","0:05:08,975","00:05:18,275","['So I won’t get nervous talking in front of people.', 'I won’t spit, and I won’t stare at Monica’s breasts!', 'Everyone knows I’m an ass man!']",893,7,16,"[8, 9, 10]","8927,8930,8932"
2,Joey,"['anger', 'joy']","00:05:11,269","00:05:18,275","['I won’t spit, and I won’t stare at Monica’s breasts!', 'Everyone knows I’m an ass man!']",893,7,16,"[9, 10]","8930,8932"
2,Joey,"['anger', 'surprise']","00:07:47,091","0:07:52,985","['What the hell is that?', 'Whoa! Whoa! Whoa! Treeger, what are you doing?']",895,8,3,"[2, 3]","8944,8945"
3,Mr. Treeger,"['neutral', 'neutral', 'anger']","0:07:55,981","0:08:04,285","['Because by the time I find it on this thing , the whole place might have exploded.', 'If that happens at another building that I manage, people are gonna start asking questions.', 'Come on!']",895,8,3,"[6, 7, 8]","8948,8949,8950"
3,Mr. Treeger,"['neutral', 'anger', 'sadness']","00:07:59,729","0:08:05,377","['If that happens at another building that I manage, people are gonna start asking questions.', 'Come on!', 'Hurry up.']",895,8,3,"[7, 8, 9]","8949,8950,8951"
2,Mr. Treeger,"['anger', 'sadness']","0:08:03,733","0:08:05,377","['Come on!', 'Hurry up.']",895,8,3,"[8, 9]","8950,8951"
3,Phoebe,"['sadness', 'sadness', 'neutral']","0:03:53,566","00:03:59,321","['Oh, I’m so sorry.', 'Um, and maybe I’m wrong!', 'I but—y’know I’m gonna go out with him again, I’ll find out more.']",896,8,16,"[1, 2, 3]","8954,8955,8956"
2,Phoebe,"['sadness', 'neutral']","0:03:54,738","00:03:59,321","['Um, and maybe I’m wrong!', 'I but—y’know I’m gonna go out with him again, I’ll find out more.']",896,8,16,"[2, 3]","8955,8956"
3,Ross,"['neutral', 'sadness', 'neutral']","00:11:25,726","00:11:38,613","['Little girl misses her cat.', 'Crazy lady thinks her mother is in a cat.', ""Okay, y'know what, I have to go have dinner with my son, can I trust that when you see Phoebe, you will tell her.""]",897,4,2,"[1, 2, 3]","8962,8963,8964"
2,Ross,"['sadness', 'neutral']","00:11:28,270","00:11:38,613","['Crazy lady thinks her mother is in a cat.', ""Okay, y'know what, I have to go have dinner with my son, can I trust that when you see Phoebe, you will tell her.""]",897,4,2,"[2, 3]","8963,8964"
3,Phoebe,"['joy', 'neutral', 'neutral']","00:04:08,081","0:04:12,391","['Nice,  thank you.', 'This is me.', 'Here.']",900,3,15,"[4, 5, 6]","8983,8984,8985"
3,Phoebe,"['neutral', 'joy', 'surprise']","00:04:44,659","00:04:49,454","[""Okay, y'know what, you don’t have to do that now."", 'No-no-no-no!!', 'Not him, you don’t!']",900,3,15,"[10, 11, 12]","8989,8990,8991"
3,Phoebe,"['joy', 'surprise', 'neutral']","00:04:44,659","00:04:56,378","['No-no-no-no!!', 'Not him, you don’t!', 'Well the moment’s over.']",900,3,15,"[11, 12, 13]","8990,8991,8992"
3,Phoebe,"['surprise', 'neutral', 'neutral']","00:04:48,204","00:05:06,430","['Not him, you don’t!', 'Well the moment’s over.', 'Oh.']",900,3,15,"[12, 13, 14]","8991,8992,8993"
2,Joey,"['surprise', 'anger']","00:06:50,410","00:07:00,585","['Whoa, whoa, whoa, wait, whoa.', 'Do you ah, want to get her something speacial, get her flowers, get her candy, get her gum, girls love gum.']",901,3,8,"[3, 4]","8998,8999"
3,Monica,"['neutral', 'neutral', 'sadness']","0:21:19,653","00:21:27,159","['All right.', 'The super couldn’t figure out what it did.', 'A $200 an hour electrician couldn’t figure out what it did.']",904,4,15,"[0, 1, 2]","9035,9036,9037"
3,Monica,"['neutral', 'sadness', 'sadness']","0:21:20,585","00:21:30,538","['The super couldn’t figure out what it did.', 'A $200 an hour electrician couldn’t figure out what it did.', 'I’ve had seven pretty serious shocks.']",904,4,15,"[1, 2, 3]","9036,9037,9038"
3,Monica,"['sadness', 'sadness', 'disgust']","00:21:23,115","0:21:32,395","['A $200 an hour electrician couldn’t figure out what it did.', 'I’ve had seven pretty serious shocks.', 'I officially give up.']",904,4,15,"[2, 3, 4]","9037,9038,9039"
2,Monica,"['sadness', 'disgust']","00:21:27,327","0:21:32,395","['I’ve had seven pretty serious shocks.', 'I officially give up.']",904,4,15,"[3, 4]","9038,9039"
2,Phoebe,"['neutral', 'anger']","00:06:33,726","00:06:39,940","[""Oh. Oh! Ma'am? Excuse me, ma'am?"", ""You can't put your cigarette out on a tree!""]",907,5,16,"[0, 1]","9066,9068"
3,Ross,"['surprise', 'surprise', 'anger']","0:09:07,142","0:09:16,279","['These pants are burning up!', 'Oh come on, she wants to snuggle now!', 'What is she trying to kill me?']",912,5,11,"[1, 2, 3]","9130,9131,9132"
3,Ross,"['surprise', 'anger', 'surprise']","0:09:11,926","00:09:18,932","['Oh come on, she wants to snuggle now!', 'What is she trying to kill me?', ""It's like a volcano in here!""]",912,5,11,"[2, 3, 4]","9131,9132,9133"
3,Ross,"['anger', 'surprise', 'neutral']","0:09:14,768","00:09:23,436","['What is she trying to kill me?', ""It's like a volcano in here!"", 'Are you hot?']",912,5,11,"[3, 4, 5]","9132,9133,9134"
3,Ross,"['surprise', 'neutral', 'neutral']","00:09:16,389","00:09:26,523","[""It's like a volcano in here!"", 'Are you hot?', 'Okay, it must just be me then.']",912,5,11,"[4, 5, 6]","9133,9134,9135"
3,Ross,"['neutral', 'joy', 'neutral']","00:12:40,634","00:12:53,188","['I mean, there’s no point in spending time with someone if-if it’s just fun.', 'It’s gotta be, it’s gotta be going somewhere right?', 'So where-where is it going?']",916,8,11,"[5, 6, 7]","9170,9171,9172"
3,Ross,"['joy', 'neutral', 'surprise']","00:12:45,806","00:12:57,233","['It’s gotta be, it’s gotta be going somewhere right?', 'So where-where is it going?', 'Ah!']",916,8,11,"[6, 7, 8]","9171,9172,9173"
3,Ross,"['neutral', 'surprise', 'neutral']","00:12:50,227","00:13:02,238","['So where-where is it going?', 'Ah!', 'That’s-that’s the real question.']",916,8,11,"[7, 8, 9]","9172,9173,9174"
3,Ross,"['surprise', 'neutral', 'joy']","00:12:55,691","00:13:14,667","['Ah!', 'That’s-that’s the real question.', 'And-and the answer is…is it’s going somewhere…fun.']",916,8,11,"[8, 9, 10]","9173,9174,9175"
3,Ross,"['neutral', 'joy', 'neutral']","00:12:58,360","00:13:23,760","['That’s-that’s the real question.', 'And-and the answer is…is it’s going somewhere…fun.', 'Now I-I know what you’re thinking, fun was fine for you like ten years ago y’know, but you’re-you’re not getting any younger.']",916,8,11,"[9, 10, 11]","9174,9175,9176"
3,Ross,"['joy', 'neutral', 'fear']","00:13:08,537","00:13:29,849","['And-and the answer is…is it’s going somewhere…fun.', 'Now I-I know what you’re thinking, fun was fine for you like ten years ago y’know, but you’re-you’re not getting any younger.', 'No I mean—No not you, not you, you—you']",916,8,11,"[10, 11, 12]","9175,9176,9177"
2,Ross,"['neutral', 'fear']","00:13:12,666","00:13:29,849","['Now I-I know what you’re thinking, fun was fine for you like ten years ago y’know, but you’re-you’re not getting any younger.', 'No I mean—No not you, not you, you—you']",916,8,11,"[11, 12]","9176,9177"
3,Chandler,"['neutral', 'joy', 'joy']","00:15:08,449","00:15:18,291","['Y’know what?', 'I am going to take you out to dinner tonight.', 'I found this place that makes the greatest mozzarella sticks and jalepino poppers .']",917,8,16,"[0, 1, 2]","9179,9180,9181"
